Photon Energy [eV]	Sample Current [A]_000	Mesh Current [A]_000	Sample/Mesh [adim.]_000	Reference Current [A]_000	Sample Current [A]_001	Mesh Current [A]_001	Sample/Mesh [adim.]_001	Reference Current [A]_001	Sample Current [A]_002	Mesh Current [A]_002	Sample/Mesh [adim.]_002	Reference Current [A]_002	Sample Current [A]_SUM	Mesh Current [A]_SUM	Sample/Mesh [adim.]_SUM	Reference Current [A]_SUM
700.000000	3.089944E-13	3.226464E-13	0.957688	1.472523E-12	-3.524500E-13	3.136209E-13	-1.123809	7.038812E-13	-7.118422E-13	3.412584E-13	-2.085933	-3.423668E-14	-7.552978E-13	9.775257E-13	-2.252055	2.142167E-12
700.100000	-1.343762E-13	3.238250E-13	-0.414966	1.149777E-12	-2.904037E-12	3.295397E-13	-8.812405	-2.942935E-12	-4.899141E-13	3.538500E-13	-1.384525	4.853778E-13	-3.528327E-12	1.007215E-12	-10.611895	-1.307780E-12
700.200000	1.661206E-13	3.449049E-13	0.481642	2.213742E-12	-1.954934E-12	3.602317E-13	-5.426881	-1.481038E-12	-6.628980E-13	3.434251E-13	-1.930255	5.145466E-13	-2.451712E-12	1.048562E-12	-6.875494	1.247251E-12
700.300000	6.696980E-14	3.503735E-13	0.191138	1.457937E-12	-1.756451E-12	3.410702E-13	-5.149823	-1.216096E-12	1.154957E-12	3.457383E-13	3.340554	3.132629E-12	-5.345237E-13	1.037182E-12	-1.618131	3.374471E-12
700.400000	-3.322928E-14	3.325513E-13	-0.099922	9.665194E-13	-6.509128E-13	3.078287E-13	-2.114529	4.992753E-13	2.242827E-12	3.679542E-13	6.095397	5.130101E-12	1.558685E-12	1.008334E-12	3.880946	6.595896E-12
700.500000	2.047305E-12	3.277164E-13	6.247184	4.266560E-12	2.226054E-12	3.346646E-13	6.651598	4.537771E-12	2.599847E-12	3.460209E-13	7.513555	5.303017E-12	6.873206E-12	1.008402E-12	20.412337	1.410735E-11
700.600000	1.385997E-12	3.492631E-13	3.968346	3.638121E-12	1.291038E-13	3.266707E-13	0.395211	1.727600E-12	-1.880877E-12	3.537182E-13	-5.317445	-1.459475E-12	-3.657763E-13	1.029652E-12	-0.953887	3.906246E-12
700.700000	4.726199E-14	3.606815E-13	0.131035	9.966415E-13	-1.783450E-12	3.071236E-13	-5.806946	-1.379679E-12	7.209697E-13	3.121098E-13	2.309988	2.560583E-12	-1.015218E-12	9.799149E-13	-3.365924	2.177545E-12
700.800000	-3.348079E-12	3.592767E-13	-9.318943	-3.906695E-12	-1.416761E-12	3.410721E-13	-4.153845	-7.865143E-13	2.406091E-13	3.286390E-13	0.732138	1.806724E-12	-4.524231E-12	1.028988E-12	-12.740651	-2.886484E-12
700.900000	-1.668686E-12	3.329333E-13	-5.012073	-1.394183E-12	-8.669480E-15	3.282811E-13	-0.026409	1.229130E-12	-3.112973E-13	3.404068E-13	-0.914486	4.409718E-13	-1.988653E-12	1.001621E-12	-5.952968	2.759188E-13
701.000000	-3.120453E-12	3.390126E-13	-9.204533	-3.461005E-12	-3.580601E-13	3.406973E-13	-1.050962	5.761314E-13	1.006037E-12	3.449569E-13	2.916413	2.622076E-12	-2.472476E-12	1.024667E-12	-7.339082	-2.627980E-13
701.100000	-1.578346E-12	3.340212E-13	-4.725285	-2.059175E-12	-2.473742E-12	3.185191E-13	-7.766384	-2.544458E-12	5.605074E-13	3.391858E-13	1.652508	2.006600E-12	-3.491580E-12	9.917261E-13	-10.839161	-2.597034E-12
701.200000	-3.167735E-12	3.385780E-13	-9.355996	-4.076992E-12	-2.226588E-12	3.407721E-13	-6.533948	-1.973002E-12	-2.575765E-12	3.338888E-13	-7.714441	-2.866194E-12	-7.970088E-12	1.013239E-12	-23.604386	-8.916188E-12
701.300000	-1.692543E-12	3.025032E-13	-5.595127	-1.775694E-12	1.043121E-12	3.617097E-13	2.883863	3.113581E-12	-2.192565E-12	3.468073E-13	-6.322141	-1.911140E-12	-2.841987E-12	1.011020E-12	-9.033405	-5.732519E-13
701.400000	-1.728034E-12	3.347416E-13	-5.162291	-1.580578E-12	6.413506E-13	3.583623E-13	1.789671	2.411566E-12	-9.460330E-15	3.530548E-13	-0.026796	9.757538E-13	-1.096143E-12	1.046159E-12	-3.399416	1.806742E-12
701.500000	4.249476E-13	3.054026E-13	1.391434	1.621084E-12	-1.778085E-12	3.356582E-13	-5.297308	-1.189407E-12	1.631460E-12	3.188618E-13	5.116512	3.845557E-12	2.783226E-13	9.599226E-13	1.210638	4.277233E-12
701.600000	2.305537E-14	3.227572E-13	0.071433	7.924634E-13	3.813937E-12	3.497344E-13	10.905240	7.087300E-12	-6.974254E-14	3.448032E-13	-0.202268	1.134786E-12	3.767250E-12	1.017295E-12	10.774405	9.014550E-12
701.700000	9.762454E-13	3.301805E-13	2.956703	2.671869E-12	-2.173431E-12	3.124012E-13	-6.957178	-2.449992E-12	2.840523E-12	3.578583E-13	7.937562	5.211520E-12	1.643337E-12	1.000440E-12	3.937087	5.433396E-12
701.800000	-1.191410E-13	3.585029E-13	-0.332329	4.790410E-13	-3.688865E-12	3.133105E-13	-11.773831	-4.425694E-12	-1.881121E-12	3.430614E-13	-5.483335	-1.755629E-12	-5.689127E-12	1.014875E-12	-17.589496	-5.702282E-12
701.900000	1.110800E-12	3.393367E-13	3.273446	3.174944E-12	-1.626829E-12	3.403425E-13	-4.779975	-1.416432E-12	-1.215737E-12	3.342490E-13	-3.637220	-4.064865E-13	-1.731766E-12	1.013928E-12	-5.143749	1.352026E-12
702.000000	3.939151E-13	3.335868E-13	1.180847	1.642694E-12	-1.559654E-12	3.495560E-13	-4.461816	-1.144869E-12	-1.881603E-12	3.253968E-13	-5.782487	-1.759848E-12	-3.047342E-12	1.008540E-12	-9.063455	-1.262024E-12
702.100000	-5.398906E-13	3.319400E-13	-1.626470	5.551730E-13	-3.122189E-12	2.987386E-13	-10.451240	-2.925095E-12	1.636353E-12	3.377887E-13	4.844309	3.966462E-12	-2.025727E-12	9.684673E-13	-7.233401	1.596540E-12
702.200000	1.062683E-12	3.575021E-13	2.972523	2.858365E-12	1.718905E-12	3.336104E-13	5.152434	4.130525E-12	-3.047990E-12	3.475283E-13	-8.770478	-3.309702E-12	-2.664009E-13	1.038641E-12	-0.645521	3.679188E-12
702.300000	-1.234503E-12	3.007362E-13	-4.104938	-1.588310E-12	-2.592159E-13	3.362321E-13	-0.770944	7.843123E-13	1.584091E-12	3.432654E-13	4.614772	3.815070E-12	9.037201E-14	9.802336E-13	-0.261110	3.011072E-12
702.400000	-3.889166E-12	3.430101E-13	-11.338344	-4.437989E-12	-4.467818E-12	3.197450E-13	-13.973067	-5.497901E-12	-6.998226E-13	3.595828E-13	-1.946207	-1.638652E-13	-9.056807E-12	1.022338E-12	-27.257619	-1.009976E-11
702.500000	3.567914E-12	3.555933E-13	10.033691	7.054670E-12	3.268837E-12	3.305168E-13	9.890077	6.355059E-12	-1.485026E-12	3.594937E-13	-4.130882	-8.967215E-13	5.351724E-12	1.045604E-12	15.792887	1.251301E-11
702.600000	-8.818628E-13	3.500466E-13	-2.519273	-1.715145E-13	1.269532E-12	3.300301E-13	3.846716	3.325000E-12	-2.892611E-14	3.544310E-13	-0.081613	1.319865E-12	3.587433E-13	1.034508E-12	1.245831	4.473351E-12
702.700000	9.834165E-13	3.531212E-13	2.784926	2.313635E-12	-1.345988E-12	3.265418E-13	-4.121947	-1.037762E-12	-1.983424E-12	3.153008E-13	-6.290576	-1.922654E-12	-2.345995E-12	9.949639E-13	-7.627597	-6.467809E-13
702.800000	-2.051221E-12	3.349070E-13	-6.124747	-2.285759E-12	-7.724582E-13	3.323899E-13	-2.323952	1.330694E-13	-2.027073E-13	3.677587E-13	-0.551197	9.079477E-13	-3.026386E-12	1.035056E-12	-8.999896	-1.244742E-12
702.900000	6.302986E-13	3.757289E-13	1.677536	2.640950E-12	3.342139E-13	3.419060E-13	0.977503	2.260708E-12	-1.169279E-13	3.561629E-13	-0.328299	1.280082E-12	8.475846E-13	1.073798E-12	2.326739	6.181740E-12
703.000000	3.294236E-13	3.300448E-13	0.998118	2.155245E-12	1.404573E-12	3.280058E-13	4.282160	3.263192E-12	5.178289E-13	3.509112E-13	1.475670	2.080986E-12	2.251826E-12	1.008962E-12	6.755947	7.499423E-12
703.100000	2.474859E-12	3.437325E-13	7.199955	4.824336E-12	-8.683495E-13	3.448294E-13	-2.518200	6.985632E-14	7.761176E-14	3.804395E-13	0.204006	1.099407E-12	1.684121E-12	1.069001E-12	4.885760	5.993599E-12
703.200000	-2.065524E-12	3.254980E-13	-6.345735	-2.268334E-12	6.774939E-13	3.439449E-13	1.969775	2.368805E-12	-5.808174E-13	3.376333E-13	-1.720261	4.673746E-13	-1.968847E-12	1.007076E-12	-6.096221	5.678456E-13
703.300000	-2.075644E-12	3.276450E-13	-6.335040	-1.486727E-12	-3.327978E-12	3.560294E-13	-9.347481	-3.758826E-12	-2.413462E-12	3.583747E-13	-6.734464	-2.118090E-12	-7.817084E-12	1.042049E-12	-22.416985	-7.363644E-12
703.400000	-4.261854E-13	3.418756E-13	-1.246609	7.321968E-13	-2.081241E-12	3.596971E-13	-5.786093	-2.240671E-12	1.794446E-13	3.342437E-13	0.536868	1.212980E-12	-2.327981E-12	1.035816E-12	-6.495834	-2.954938E-13
703.500000	1.365956E-12	3.438900E-13	3.972071	3.624424E-12	7.761026E-13	3.527560E-13	2.200112	2.203642E-12	-1.265871E-12	3.433774E-13	-3.686529	-8.253892E-13	8.761873E-13	1.040023E-12	2.485654	5.002677E-12
703.600000	1.404928E-12	3.446648E-13	4.076216	3.372924E-12	-6.539737E-13	3.475625E-13	-1.881600	5.148443E-14	-1.568683E-12	3.495740E-13	-4.487414	-1.155582E-12	-8.177288E-13	1.041801E-12	-2.292799	2.268827E-12
703.700000	-5.093243E-13	3.427456E-13	-1.486013	-3.158177E-13	-4.880730E-13	3.293381E-13	-1.481981	5.334991E-13	-7.948543E-13	3.334969E-13	-2.383394	2.942800E-13	-1.792252E-12	1.005581E-12	-5.351388	5.119613E-13
703.800000	1.520100E-12	3.511453E-13	4.328976	3.705373E-12	-5.795423E-13	3.229567E-13	-1.794489	3.272978E-13	-3.577865E-12	3.325500E-13	-10.758878	-4.419668E-12	-2.637308E-12	1.006652E-12	-8.224391	-3.869974E-13
703.900000	-1.265897E-12	3.572650E-13	-3.543300	-1.116832E-12	1.161797E-12	3.194629E-13	3.636719	3.172486E-12	-1.949876E-12	3.477415E-13	-5.607257	-1.788995E-12	-2.053976E-12	1.024469E-12	-5.513838	2.666589E-13
704.000000	-3.417465E-12	3.715456E-13	-9.197970	-3.637606E-12	-2.024839E-13	3.361720E-13	-0.602322	9.143143E-13	-2.075866E-12	3.605786E-13	-5.757041	-1.673952E-12	-5.695814E-12	1.068296E-12	-15.557333	-4.397244E-12
704.100000	-7.883475E-13	3.357172E-13	-2.348249	-4.006101E-13	-1.055940E-12	3.428870E-13	-3.079556	-1.971932E-13	-1.449618E-12	3.396384E-13	-4.268122	-1.033907E-12	-3.293905E-12	1.018243E-12	-9.695927	-1.631710E-12
704.200000	1.887338E-12	3.538145E-13	5.334260	4.409959E-12	-6.217897E-13	3.030784E-13	-2.051580	4.252250E-13	-3.648026E-12	3.438724E-13	-10.608664	-4.029900E-12	-2.382478E-12	1.000765E-12	-7.325985	8.052843E-13
704.300000	8.009816E-13	3.847149E-13	2.082014	2.126435E-12	-1.664368E-12	3.461829E-13	-4.807771	-1.408824E-12	-1.799037E-13	3.492513E-13	-0.515112	1.243496E-12	-1.043291E-12	1.080149E-12	-3.240870	1.961107E-12
704.400000	-2.870354E-12	3.790036E-13	-7.573421	-3.936096E-12	1.165832E-12	3.034633E-13	3.841757	2.769644E-12	-9.792490E-13	3.280718E-13	-2.984862	3.127465E-14	-2.683770E-12	1.010539E-12	-6.716525	-1.135177E-12
704.500000	-2.457938E-14	3.180875E-13	-0.077272	1.778270E-12	-8.551593E-13	3.308382E-13	-2.584827	-1.277520E-13	-1.746654E-12	3.257110E-13	-5.362587	-1.696977E-12	-2.626392E-12	9.746367E-13	-8.024686	-4.645811E-14
704.600000	-2.002758E-12	3.477227E-13	-5.759642	-2.437231E-12	-2.773162E-13	3.168563E-13	-0.875211	7.448791E-13	-1.252723E-12	3.395633E-13	-3.689217	-6.873630E-13	-3.532797E-12	1.004142E-12	-10.324070	-2.379715E-12
704.700000	-2.051346E-12	3.638964E-13	-5.637169	-2.771716E-12	-1.683648E-12	3.270765E-13	-5.147566	-1.249620E-12	-7.897454E-13	3.395931E-13	-2.325564	2.174497E-13	-4.524739E-12	1.030566E-12	-13.110299	-3.803886E-12
704.800000	-2.080580E-12	3.547691E-13	-5.864603	-2.023339E-12	-1.874042E-12	3.205849E-13	-5.845696	-1.457517E-12	-1.215566E-12	3.344758E-13	-3.634243	-3.877298E-13	-5.170188E-12	1.009830E-12	-15.344542	-3.868586E-12
704.900000	-1.653927E-12	3.270065E-13	-5.057780	-1.756810E-12	1.705027E-12	3.455251E-13	4.934596	3.938939E-12	-1.669379E-12	3.623517E-13	-4.607069	-1.336473E-12	-1.618279E-12	1.034883E-12	-4.730253	8.456561E-13
705.000000	9.436340E-13	3.409008E-13	2.768061	1.942338E-12	-9.534766E-13	3.433270E-13	-2.777167	-2.329187E-13	7.003082E-13	3.456957E-13	2.025794	2.248866E-12	6.904657E-13	1.029923E-12	2.016687	3.958286E-12
705.100000	-2.221245E-12	3.356540E-13	-6.617665	-1.386665E-12	-1.391247E-12	3.289088E-13	-4.229885	-9.558122E-13	1.194023E-13	3.364954E-13	0.354841	1.169038E-12	-3.493090E-12	1.001058E-12	-10.492709	-1.173439E-12
